State,Action,Reward
"[0.25, 0.24137931034482757, 0.0, 0.0, 0.0005000500050005, 1.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.010501050105010502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.0089008900890089, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.5862068965517241, 0.0, 0.0, 0.006000600060006001, 0.015401540154015403, 0.0, 0.0, 0.0, 0.7083333333333333, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",DM_sent,10.0
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.005900590059005901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.6896551724137931, 0.0, 0.0, 0.0016001600160016002, 0.010501050105010502, 0.0, 0.0, 0.0, 0.08333333333333333, 0.1111111111111111, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.0157015701570157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.010901090109010901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.015401540154015403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.005900590059005901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.0168016801680168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.20689655172413793, 0.0, 0.0, 0.00040004000400040005, 1.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.0, 0.0, 0.0, 1.0, 0.0157015701570157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[1.0, 0.7241379310344828, 0.0, 0.0, 0.0025002500250025004, 0.0084008400840084, 0.0, 0.0, 0.0, 0.875, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.0185018501850185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.3793103448275862, 0.0, 0.0, 0.00010001000100010001, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.3103448275862069, 0.0, 0.0, 0.00040004000400040005, 1.0, 0.0, 0.0, 0.0, 0.375, 0.5555555555555556, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.7586206896551724, 0.0, 0.0, 0.00010001000100010001, 0.0185018501850185, 0.0, 0.0, 0.0, 0.7083333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",DM_sent,-0.01
"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0044004400440044, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",DM_sent,-0.01
"[0.75, 0.7241379310344828, 0.0, 0.0, 0.0008000800080008001, 0.012601260126012601, 0.0, 0.0, 0.0, 0.8333333333333333, 0.1111111111111111, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.012301230123012302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.20689655172413793, 0.0, 0.0, 0.00010001000100010001, 1.0, 0.0, 0.0, 0.0, 0.20833333333333331, 0.1111111111111111, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",DM_sent,-0.01
"[0.5, 0.3793103448275862, 0.0, 0.0, 0.00010001000100010001, 0.0032003200320032004, 0.0, 0.0, 0.0, 0.29166666666666663, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[1.0, 0.0, 0.0, 0.0, 1.0, 0.005900590059005901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[1.0, 0.5517241379310345, 0.0, 0.0, 0.0039003900390039005, 0.0038003800380038005, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.7586206896551724, 0.0, 0.0, 0.0032003200320032004, 0.012301230123012302, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.896551724137931, 0.0, 0.0, 0.0017001700170017002, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.0, 0.0, 0.0, 1.0, 0.011601160116011602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.24137931034482757, 0.0, 0.0, 0.00040004000400040005, 1.0, 0.0, 0.0, 0.0, 0.20833333333333331, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.5, 0.5172413793103449, 0.0, 0.0, 0.0018001800180018003, 0.010501050105010502, 0.0, 0.0, 0.0, 0.4583333333333333, 0.1111111111111111, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",DM_sent,-0.01
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.13793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.1724137931034483, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.1111111111111111, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.5, 0.41379310344827586, 0.0, 0.0, 0.0, 0.0027002700270027003, 0.0, 0.0, 0.0, 0.16666666666666666, 0.2222222222222222, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,3.0
"[0.0, 0.1724137931034483, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.24137931034482757, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.24137931034482757, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.13793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.27586206896551724, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.3448275862068966, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.125, 0.2222222222222222, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.7241379310344828, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.1724137931034483, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.24137931034482757, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.5555555555555556, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.25, 0.3448275862068966, 0.0, 0.0, 0.0, 0.0030003000300030005, 0.0, 0.0, 0.0, 0.20833333333333331, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.1724137931034483, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.25, 0.3793103448275862, 0.0, 0.0, 0.0, 0.004800480048004801, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.034482758620689655, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.20689655172413793, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.27586206896551724, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.25, 0.6551724137931034, 0.0, 0.0, 0.0, 0.0033003300330033004, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.13793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.1111111111111111, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.06896551724137931, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.20689655172413793, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.1724137931034483, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.3793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.41666666666666663, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.25, 0.41379310344827586, 0.0, 0.0, 0.0, 0.005900590059005901, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.27586206896551724, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.29166666666666663, 0.1111111111111111, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,5.0
"[0.25, 0.6206896551724138, 0.0, 0.0, 0.0, 0.0033003300330033004, 0.0, 0.0, 1.0, 0.041666666666666664, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.5, 0.6551724137931034, 0.0, 0.0, 0.0, 0.006900690069006901, 0.0, 0.0, 0.0, 0.5833333333333333, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.20689655172413793, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.25, 0.24137931034482757, 0.0, 0.0, 0.0, 0.0027002700270027003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,-0.01
"[0.0, 0.13793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.06896551724137931, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.27586206896551724, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.4444444444444444, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.5, 0.6206896551724138, 0.0, 0.0, 0.0, 0.001000100010001, 0.0, 0.0, 0.0, 0.5416666666666666, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.0, 0.3103448275862069, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-2.0
"[0.0, 0.3103448275862069, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.1111111111111111, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,-0.01
"[0.0, 0.13793103448275862, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.20689655172413793, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",EMsent,1.0
"[0.75, 0.6551724137931034, 0.0, 0.0, 0.0, 0.010401040104010401, 0.0, 0.0, 0.0, 0.5833333333333333, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.3448275862068966, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.06896551724137931, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",EMsent,1.0
"[0.0, 0.06896551724137931, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",EMsent,-0.01
